Date,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry,Rainfall
2009-01-01,-31.048571428571428,1.6571428571428573,-28164.918857142857,2.371428571428571,0.0
2009-01-08,-30.784285714285716,4.571428571428571,-29755.789714285715,2.314285714285714,2.0
2009-01-15,-30.419999999999998,7.528571428571429,-25463.190857142858,2.3,0.2
2009-01-22,-30.018571428571427,6.214285714285714,-23854.422857142858,2.5,4.1
2009-01-29,-29.79,5.771428571428571,-25210.532571428572,2.5,9.9
2009-02-05,-29.52285714285714,8.257142857142856,-25326.555428571428,2.757142857142857,3.3
2009-02-12,-29.375714285714285,1.5142857142857142,-25441.837714285713,2.585714285714286,0.8
2009-02-19,-29.111428571428572,4.0,-25206.089142857145,2.414285714285714,0.0
2009-02-26,-28.891428571428573,8.142857142857142,-28097.28,2.4,9.9
2009-03-05,-28.694285714285716,8.557142857142857,-28783.91314285714,2.414285714285714,12.2
2009-03-12,-28.625714285714285,10.142857142857142,-30018.198857142856,2.5,0.0
2009-03-19,-28.305714285714284,6.471428571428572,-27305.732571428573,2.557142857142857,3.4
2009-03-26,-28.131428571428575,12.585714285714285,-27678.85714285714,2.542857142857143,8.7
2009-04-02,-28.032857142857143,13.657142857142857,-28997.691428571427,2.5714285714285716,1.0
2009-04-09,-27.784285714285716,14.757142857142856,-27310.176,2.371428571428571,0.2
2009-04-16,-27.64428571428571,13.685714285714285,-27917.814857142857,2.314285714285714,8.1
2009-04-23,-27.494285714285716,13.614285714285714,-28880.55771428571,2.314285714285714,4.1
2009-04-30,-27.37857142857143,14.528571428571428,-28303.035428571427,2.3000000000000003,2.9
2009-05-07,-27.43,18.914285714285715,-32117.59542857143,2.1142857142857143,0.0
2009-05-14,-27.462857142857143,21.185714285714287,-33886.203428571425,2.1,0.0
2009-05-21,-27.615714285714287,24.25714285714286,-35739.730285714286,2.0285714285714285,0.0
2009-05-28,-27.405714285714286,17.62857142857143,-29132.722285714284,2.0571428571428574,28.6
2009-06-04,-27.391428571428573,20.857142857142858,-32619.57942857143,2.1,0.0
2009-06-11,-27.655714285714286,24.342857142857145,-34814.88,2.0142857142857142,0.0
2009-06-18,-27.631428571428575,20.428571428571427,-31658.56457142857,2.0,0.3
2009-06-25,-27.50714285714286,21.314285714285713,-27435.702857142856,2.085714285714286,0.0
2009-07-02,-27.377142857142854,23.728571428571428,-30460.690285714285,2.1142857142857143,0.5
2009-07-09,-27.527142857142856,24.228571428571428,-31732.004571428573,2.185714285714286,0.0
2009-07-16,-27.791428571428572,25.37142857142857,-32862.24,2.0,1.3
2009-07-23,-28.075714285714287,27.728571428571428,-33621.20228571429,1.957142857142857,0.0
2009-07-30,-28.185714285714287,25.271428571428572,-29555.588571428572,2.0,47.1
2009-08-06,-27.975714285714286,24.642857142857142,-27771.428571428572,2.042857142857143,0.1
2009-08-13,-28.074285714285715,26.542857142857144,-30658.05257142857,2.1285714285714286,0.0
2009-08-20,-28.367142857142856,27.142857142857142,-36924.64457142857,2.0,0.0
2009-08-27,-28.364285714285717,26.142857142857142,-34107.264,2.0,0.0
2009-09-03,-28.43285714285714,22.771428571428572,-33484.07314285714,2.0,0.0
2009-09-10,-28.415714285714284,19.62857142857143,-33047.629714285715,2.0,0.0
2009-09-17,-28.35571428571429,19.842857142857145,-31940.22857142857,2.0142857142857142,13.6
2009-09-24,-28.53857142857143,20.5,-35881.673142857144,1.9857142857142858,0.0
2009-10-01,-28.664285714285715,18.685714285714287,-36227.39657142857,1.9,0.0
2009-10-08,-28.698571428571427,15.757142857142858,-34546.669714285716,1.9714285714285715,10.7
2009-10-15,-28.722857142857144,9.128571428571428,-34660.224,1.9,0.0
2009-10-22,-28.827142857142857,13.685714285714285,-35441.280000000006,2.0,0.0
2009-10-29,-28.94857142857143,9.285714285714286,-36182.22171428571,1.9857142857142858,7.1
2009-11-05,-28.997142857142855,9.37142857142857,-35895.99085714285,2.0285714285714285,15.3
2009-11-12,-29.024285714285718,10.214285714285714,-32759.424,2.0,0.0
2009-11-19,-29.111428571428572,9.0,-33538.752,2.0,0.1
2009-11-26,-29.125714285714285,9.87142857142857,-33556.77257142857,2.1142857142857143,20.3
2009-12-03,-29.174285714285713,6.485714285714286,-32384.571428571428,2.2285714285714286,14.5
2009-12-10,-29.244285714285716,5.071428571428571,-34467.42857142857,2.242857142857143,2.7
2009-12-17,-29.31,4.2,-34561.97485714286,2.414285714285714,11.9
2009-12-24,-29.228571428571428,10.62857142857143,-28683.071999999996,2.742857142857143,13.6
2009-12-31,-29.118571428571432,7.114285714285714,-27844.37485714286,3.057142857142857,62.1
2010-01-07,-28.99285714285714,5.1571428571428575,-26982.843428571425,3.1999999999999997,3.7
2010-01-14,-28.84142857142857,3.3428571428571425,-27086.15314285714,2.5285714285714285,0.1
2010-01-21,-28.694285714285716,2.8285714285714287,-29221.714285714286,2.414285714285714,12.7
2010-01-28,-28.451428571428572,2.1285714285714286,-28145.046857142857,2.4714285714285715,0.0
2010-02-04,-28.352857142857143,4.371428571428572,-28536.438857142854,2.6571428571428575,22.7
2010-02-11,-28.261428571428574,4.714285714285714,-29152.224,2.6142857142857143,0.6
2010-02-18,-28.042857142857144,9.957142857142857,-28267.241142857143,3.057142857142857,1.7
2010-02-25,-27.794285714285714,10.985714285714286,-26876.448,2.857142857142857,7.3999999999999995
2010-03-04,-27.514285714285712,4.671428571428572,-28580.626285714283,2.642857142857143,6.0
2010-03-11,-27.31142857142857,6.428571428571429,-29869.344,2.6571428571428575,0.8
2010-03-18,-27.018571428571427,11.257142857142856,-29612.859428571428,2.5142857142857147,0.0
2010-03-25,-26.674285714285713,12.985714285714286,-29946.85714285714,2.4,0.0
2010-04-01,-26.47142857142857,10.214285714285714,-28560.13714285714,2.442857142857143,4.5
2010-04-08,-26.244285714285716,10.828571428571427,-28388.571428571428,2.3714285714285714,0.9
2010-04-15,-26.124285714285715,12.700000000000001,-28499.78057142857,2.3714285714285714,0.0
2010-04-22,-26.009999999999998,16.157142857142855,-29189.746285714285,2.314285714285714,0.0
2010-04-29,-25.83142857142857,16.6,-28332.164571428573,2.314285714285714,6.8
2010-05-06,-25.704285714285714,14.5,-28114.436571428574,2.3285714285714283,16.1
2010-05-13,-25.544285714285714,13.528571428571428,-27274.258285714284,2.9714285714285715,45.0
2010-05-20,-25.45285714285714,17.8,-29826.39085714286,2.5142857142857147,0.0
2010-05-27,-25.31142857142857,19.099999999999998,-30167.424,2.4,0.0
2010-06-03,-25.244285714285716,21.12857142857143,-30492.041142857142,2.2714285714285714,0.9
2010-06-10,-25.395714285714284,23.685714285714287,-30179.766857142855,2.0285714285714285,2.2
2010-06-17,-25.208571428571428,18.857142857142858,-28539.15428571429,2.3285714285714287,10.1
2010-06-24,-25.217142857142857,22.071428571428573,-29380.690285714285,2.0142857142857142,5.3
2010-07-01,-25.55,25.957142857142856,-31061.046857142857,2.0,0.0
2010-07-08,-25.834285714285716,26.74285714285714,-32111.547428571426,2.0,0.0
2010-07-15,-26.16,28.414285714285715,-32727.456000000002,2.0,0.0
2010-07-22,-26.344285714285714,24.342857142857145,-30230.249142857145,2.0,0.0
2010-07-29,-26.22,22.885714285714283,-29523.62057142857,2.0,0.0
2010-08-05,-26.361428571428572,23.099999999999998,-31960.717714285714,2.0,2.0
2010-08-12,-26.318571428571428,22.428571428571427,-29295.154285714285,2.0,15.399999999999999
2010-08-19,-26.40285714285714,26.214285714285715,-32911.85828571428,2.0,0.0
2010-08-26,-26.389999999999997,22.75714285714286,-29351.06742857143,2.0,0.0
2010-09-02,-26.458571428571428,21.114285714285717,-31218.048000000003,2.0,0.0
2010-09-09,-26.419999999999998,19.25714285714286,-30472.539428571432,2.042857142857143,14.100000000000001
2010-09-16,-26.397142857142857,19.342857142857145,-29814.665142857142,2.0571428571428574,0.1
2010-09-23,-26.365714285714287,15.985714285714286,-30635.712,2.0571428571428574,0.3
2010-09-30,-26.427142857142858,16.4,-31355.053714285714,2.042857142857143,10.0
2010-10-07,-26.385714285714283,14.842857142857143,-30542.770285714283,2.185714285714286,0.0
2010-10-14,-26.325714285714287,12.671428571428573,-30022.025142857143,2.0142857142857142,0.0
2010-10-21,-26.457142857142856,11.585714285714285,-31678.683428571425,2.0571428571428574,0.0
2010-10-28,-26.382857142857144,11.857142857142858,-29555.46514285714,2.1,17.4
2010-11-04,-26.31142857142857,11.585714285714287,-29113.097142857143,2.1714285714285717,25.3
2010-11-11,-26.34857142857143,11.214285714285714,-29258.002285714287,2.3428571428571425,0.1
2010-11-18,-26.33857142857143,8.885714285714286,-29334.774857142856,2.6571428571428575,38.0
2010-11-25,-26.291428571428572,6.014285714285714,-28724.790857142856,3.242857142857143,30.599999999999998
2010-12-02,-26.254285714285714,8.928571428571429,-32327.17714285714,3.142857142857143,9.1
2010-12-09,-25.805714285714284,4.985714285714286,-29762.825142857146,2.357142857142857,0.0
2010-12-16,-25.435714285714287,3.414285714285714,-30179.026285714288,2.585714285714286,7.3
2010-12-23,-25.025714285714287,6.014285714285714,-27446.688,2.7714285714285714,0.0
2010-12-30,-24.735714285714288,3.9428571428571426,-28275.140571428572,2.4285714285714284,0.3
2011-01-06,-24.44142857142857,7.328571428571428,-28364.132571428574,2.4285714285714284,1.4
2011-01-13,-24.208571428571428,4.771428571428571,-27851.410285714286,2.3,0.1
2011-01-20,-23.92571428571429,3.042857142857143,-27659.60228571429,2.3714285714285714,17.2
2011-01-27,-23.812857142857144,5.314285714285715,-27247.844571428574,2.414285714285714,5.9
2011-02-03,-23.655714285714286,5.114285714285714,-26774.002285714287,2.3285714285714287,0.0
2011-02-10,-23.407142857142855,6.514285714285714,-26045.403428571426,2.3,8.4
2011-02-17,-23.301428571428573,6.6000000000000005,-26362.985142857146,2.357142857142857,10.1
2011-02-24,-23.24142857142857,4.414285714285714,-26702.413714285714,2.4285714285714284,0.2
2011-03-03,-23.27285714285714,5.457142857142857,-28338.45942857143,2.557142857142857,4.7
2011-03-10,-23.22714285714286,9.528571428571428,-28767.12685714286,2.4285714285714284,32.4
2011-03-17,-23.24285714285714,9.457142857142857,-28466.578285714288,2.6285714285714286,0.1
2011-03-24,-23.157142857142855,11.200000000000001,-27926.948571428573,2.4714285714285715,14.5
2011-03-31,-23.174285714285713,14.6,-28741.206857142857,2.3428571428571425,0.0
2011-04-07,-23.14428571428571,16.314285714285713,-28732.690285714285,2.0285714285714285,0.0
2011-04-14,-23.134285714285713,11.471428571428572,-29749.248,2.142857142857143,5.2
2011-04-21,-23.092857142857145,15.071428571428571,-27827.218285714283,2.1142857142857143,0.6
2011-04-28,-23.011428571428574,15.057142857142859,-27819.071999999996,2.1142857142857143,0.0
2011-05-05,-23.254285714285714,16.085714285714285,-30595.968,2.0,0.0
2011-05-12,-23.352857142857143,16.928571428571427,-30160.018285714286,2.1,1.0
2011-05-19,-23.34714285714286,20.32857142857143,-31719.66171428571,2.0,0.0
2011-05-26,-23.37142857142857,21.17142857142857,-29189.746285714285,2.0,10.0
2011-06-02,-23.22142857142857,20.24285714285714,-25939.872,2.0,8.4
2011-06-09,-23.292857142857144,19.885714285714283,-27540.864,2.0,6.1
2011-06-16,-23.62,23.97142857142857,-31714.601142857144,2.0,0.0
2011-06-23,-24.015714285714285,25.285714285714285,-33198.58285714286,2.0,0.0
2011-06-30,-23.98428571428571,22.5,-29322.555428571428,2.0,0.2
2011-07-07,-24.38714285714286,27.97142857142857,-33905.21142857143,2.0,0.0
2011-07-14,-24.592857142857145,24.414285714285715,-30840.726857142854,1.9857142857142858,0.4
2011-07-21,-24.571428571428573,20.485714285714288,-27307.584,2.0142857142857142,15.3
2011-07-28,-24.41857142857143,22.785714285714285,-27815.122285714286,2.0285714285714285,5.9
2011-08-04,-24.655714285714286,25.47142857142857,-29876.626285714283,2.0,0.0
2011-08-11,-24.814285714285713,24.3,-29807.876571428573,2.0,0.0
2011-08-18,-25.092857142857145,28.542857142857144,-33314.85257142857,2.0,0.0
2011-08-25,-25.215714285714284,25.5,-33185.49942857143,1.9857142857142858,0.0
2011-09-01,-25.332857142857144,25.099999999999998,-33575.286857142855,1.8285714285714287,0.0
2011-09-08,-25.482857142857142,24.885714285714283,-35438.31771428571,1.8,6.5
2011-09-15,-25.615714285714287,20.942857142857143,-34419.53828571429,1.8571428571428572,39.300000000000004
2011-09-22,-25.65285714285714,20.885714285714283,-33823.62514285714,1.8142857142857143,0.0
2011-09-29,-25.89428571428571,19.62857142857143,-36822.07542857143,1.8,0.0
2011-10-06,-25.945714285714285,14.942857142857141,-35332.53942857143,1.9285714285714286,32.699999999999996
2011-10-13,-26.025714285714287,13.257142857142856,-34595.177142857145,1.9142857142857141,3.7
2011-10-20,-25.990000000000002,12.642857142857142,-33080.338285714286,1.957142857142857,3.7
2011-10-27,-26.142857142857142,11.4,-34506.061714285715,1.9714285714285715,0.0
2011-11-03,-26.27857142857143,12.9,-35654.934857142856,1.9857142857142858,3.2
2011-11-10,-26.51142857142857,8.085714285714285,-38770.14857142857,2.0,0.0
2011-11-17,-26.669999999999998,5.085714285714286,-38891.232,2.0,0.0
2011-11-24,-26.81714285714286,4.8999999999999995,-37810.24457142857,2.0,0.1
2011-12-01,-26.865714285714287,10.142857142857142,-38078.94857142858,2.0142857142857142,2.1
2011-12-08,-26.952857142857145,10.6,-36009.915428571425,2.0571428571428574,2.6
2011-12-15,-27.07857142857143,5.857142857142857,-37684.16228571429,2.0285714285714285,6.6
2011-12-22,-27.162857142857142,4.542857142857143,-34945.83771428571,2.0571428571428574,7.9
2011-12-29,-27.19142857142857,4.985714285714286,-36021.27085714286,2.0285714285714285,12.200000000000001
2012-01-05,-27.322857142857142,3.971428571428571,-36339.34628571429,2.085714285714286,0.0
2012-01-12,-27.472857142857144,1.9000000000000001,-36975.25028571429,2.0,0.0
2012-01-19,-27.545714285714286,6.3999999999999995,-37094.235428571425,2.0,0.0
2012-01-26,-27.675714285714285,2.5857142857142854,-37044.61714285715,1.9714285714285715,0.0
2012-02-02,-27.810000000000002,0.04285714285714277,-38662.889142857144,2.0,0.0
2012-02-09,-27.967142857142854,-0.5142857142857143,-39537.133714285716,2.0,0.0
2012-02-16,-28.172857142857143,6.3,-40470.00685714286,2.0714285714285716,0.9
2012-02-23,-28.23857142857143,7.985714285714286,-37105.220571428574,2.1714285714285717,0.0
2012-03-01,-28.235714285714288,10.328571428571427,-33949.152,2.1285714285714286,0.0
2012-03-08,-28.291428571428572,9.87142857142857,-34235.136,2.1,0.0
2012-03-15,-28.377142857142854,13.142857142857142,-34515.072,2.042857142857143,0.0
2012-03-22,-28.50714285714286,13.928571428571429,-36457.344,2.0,0.0
2012-03-29,-28.625714285714285,14.542857142857143,-36938.96228571429,2.0,5.199999999999999
2012-04-05,-28.638571428571428,11.171428571428573,-33688.59428571429,2.0142857142857142,0.0
2012-04-12,-28.677142857142858,11.685714285714285,-34606.90285714286,2.1,7.1
2012-04-19,-28.740000000000002,12.985714285714286,-32337.66857142857,2.185714285714286,16.2
2012-04-26,-28.68857142857143,17.757142857142856,-29569.536,2.3428571428571425,0.0
2012-05-03,-28.650000000000002,16.04285714285714,-28295.753142857142,2.2142857142857144,0.0
2012-05-10,-28.65,16.6,-28703.56114285714,2.1,2.1
2012-05-17,-28.599999999999998,15.028571428571428,-26279.917714285715,2.314285714285714,8.5
2012-05-24,-28.575714285714287,18.557142857142857,-26795.602285714285,2.0,0.5
2012-05-31,-28.594285714285714,20.52857142857143,-26730.67885714286,2.0,9.4
2012-06-07,-28.608571428571427,22.142857142857142,-28378.697142857145,2.0,0.0
2012-06-14,-28.912857142857142,25.942857142857143,-34418.92114285714,1.9142857142857141,0.0
2012-06-21,-29.34267857142857,27.057142857142857,-36259.24114285714,1.9,0.0
2012-06-28,-29.680892857142855,28.900000000000002,-37152.864,1.9,0.0
2012-07-05,-30.265714285714285,28.457142857142856,-38384.928,1.9,0.0
2012-07-12,-30.91857142857143,26.5,-40828.93714285714,1.9,0.0
2012-07-19,-31.28857142857143,24.985714285714288,-37381.20685714286,1.9,0.0
2012-07-26,-31.64428571428571,27.714285714285715,-39536.64,1.9,0.0
2012-08-02,-32.16428571428572,29.071428571428573,-34492.237714285715,1.9,0.0
2012-08-09,-32.55,26.957142857142856,-33640.33371428571,1.9,0.0
2012-08-16,-32.8,29.185714285714287,-33723.277714285716,1.9,0.0
2012-08-23,-33.029999999999994,26.314285714285713,-32428.882285714288,1.9,0.0
2012-08-30,-33.067142857142855,21.74285714285714,-31527.113142857146,1.9,6.9
2012-09-06,-33.12428571428571,22.785714285714285,-32749.179428571428,1.8,0.0
2012-09-13,-33.12,18.599999999999998,-31056.23314285714,1.9142857142857144,6.1
2012-09-20,-33.247142857142855,20.47142857142857,-33926.688,1.842857142857143,0.0
2012-09-27,-33.401428571428575,21.3,-32107.350857142857,1.9142857142857144,0.1
2012-10-04,-33.51142857142857,18.442857142857143,-39660.93257142857,1.8714285714285714,5.5
2012-10-11,-33.58571428571428,16.514285714285716,-38807.177142857145,1.9857142857142858,0.5
2012-10-18,-33.637142857142855,15.828571428571427,-39796.08685714286,1.9285714285714286,0.0
2012-10-25,-33.682857142857145,11.657142857142857,-38120.66742857143,1.9857142857142858,10.9
2012-11-01,-33.66142857142857,14.185714285714287,-36830.83885714286,2.314285714285714,1.3
2012-11-08,-33.60857142857143,12.242857142857144,-37602.02057142857,2.8000000000000003,0.0
2012-11-15,-32.98142857142857,10.714285714285714,-33219.072,2.642857142857143,7.9
2012-11-22,-32.64857142857143,9.4,-31773.600000000002,2.3999999999999995,36.0
2012-11-29,-32.30571428571428,6.485714285714286,-30982.546285714285,2.814285714285714,6.6
2012-12-06,-31.95,2.0142857142857142,-31111.89942857143,2.6142857142857143,0.0
2012-12-13,-31.617142857142856,5.914285714285714,-31379.616,2.642857142857143,0.1
2012-12-20,-31.287142857142857,6.3428571428571425,-28972.38857142857,2.557142857142857,9.1
2012-12-27,-30.917142857142856,5.028571428571429,-28726.148571428574,2.6571428571428575,8.8
2013-01-03,-30.57857142857143,4.428571428571429,-28732.32,2.3428571428571425,0.0
2013-01-10,-30.175714285714285,6.1000000000000005,-30428.352000000003,2.7285714285714286,31.5
2013-01-17,-29.889999999999997,5.071428571428571,-29933.03314285714,2.857142857142857,19.3
2013-01-24,-29.618571428571425,4.271428571428571,-31176.699428571428,2.7142857142857144,0.5
2013-01-31,-29.158571428571427,7.671428571428572,-31559.451428571425,2.7714285714285714,16.5
2013-02-07,-28.735714285714288,3.0714285714285716,-31960.96457142857,2.6571428571428575,13.2
2013-02-14,-28.307142857142857,4.214285714285714,-30632.132571428574,2.542857142857143,0.0
2013-02-21,-27.79714285714286,5.142857142857143,-29772.205714285716,2.8428571428571425,13.0
2013-02-28,-27.43142857142857,6.828571428571428,-31116.466285714287,2.542857142857143,6.8
2013-03-07,-26.898571428571426,11.071428571428571,-31139.794285714284,2.742857142857143,27.199999999999996
2013-03-14,-26.54714285714286,7.428571428571429,-31879.74857142857,2.942857142857143,21.2
2013-03-21,-26.155714285714286,9.814285714285715,-32389.75542857143,2.8000000000000003,0.8
2013-03-28,-25.725714285714286,12.128571428571428,-31556.118857142857,2.742857142857143,26.0
2013-04-04,-25.34,12.485714285714286,-32721.778285714285,2.685714285714286,0.0
2013-04-11,-25.06,16.228571428571428,-33728.09142857143,2.2285714285714286,0.0
2013-04-18,-24.60571428571429,15.428571428571429,-30627.318857142855,2.242857142857143,2.4
2013-04-25,-24.265714285714285,19.214285714285715,-30826.77942857143,2.2,23.0
2013-05-02,-23.944285714285716,17.442857142857143,-28485.092571428573,2.3714285714285714,16.5
2013-05-09,-23.725714285714282,17.214285714285715,-30981.065142857144,2.557142857142857,1.8
2013-05-16,-23.54,16.3,-30532.032,2.4,5.800000000000001
2013-05-23,-23.295714285714286,14.2,-29107.542857142857,2.6714285714285713,29.9
2013-05-30,-23.092857142857145,15.728571428571428,-28977.202285714284,2.742857142857143,83.1
2013-06-06,-22.854285714285712,20.2,-31661.526857142857,2.542857142857143,0.0
2013-06-13,-22.650000000000002,25.214285714285715,-36205.796571428575,2.6,0.0
2013-06-20,-22.412857142857142,22.74285714285714,-33939.40114285714,2.3,0.0
2013-06-27,-22.07,20.714285714285715,-32598.349714285716,2.0571428571428574,1.9
2013-07-04,-22.114285714285717,24.214285714285715,-33650.208,1.9714285714285715,0.0
2013-07-11,-22.06857142857143,24.52857142857143,-30464.640000000003,1.957142857142857,3.6
2013-07-18,-21.962857142857143,24.17142857142857,-28670.72914285714,2.0285714285714285,0.6
2013-07-25,-22.21857142857143,27.542857142857144,-30523.885714285716,2.085714285714286,0.0
2013-08-01,-22.414285714285715,28.5,-33487.89942857143,1.9,0.0
2013-08-08,-22.497142857142855,26.285714285714285,-30924.53485714286,2.042857142857143,0.0
2013-08-15,-22.495714285714286,25.042857142857144,-28767.867428571426,2.1,5.9
2013-08-22,-22.53857142857143,23.24285714285714,-30243.209142857144,2.0,4.9
2013-08-29,-22.672857142857143,22.37142857142857,-33707.72571428572,1.957142857142857,0.0
2013-09-05,-22.815714285714286,23.814285714285713,-33303.497142857144,2.042857142857143,0.1
2013-09-12,-22.74142857142857,18.74285714285714,-32499.853714285713,2.1142857142857143,8.2
2013-09-19,-22.96857142857143,20.12857142857143,-34631.465142857145,2.0714285714285716,0.0
2013-09-26,-22.955714285714286,18.985714285714288,-31630.546285714285,1.9714285714285715,39.6
2013-10-03,-22.94142857142857,16.685714285714287,-28889.074285714283,2.4285714285714284,9.3
2013-10-10,-22.805714285714284,16.5,-28120.361142857142,2.4285714285714284,15.799999999999999
2013-10-17,-22.91,15.928571428571429,-31306.176,2.4714285714285715,0.1
2013-10-24,-22.861428571428572,17.0,-30450.07542857143,2.2714285714285714,0.1
2013-10-31,-22.80142857142857,15.757142857142856,-29760.356571428572,2.314285714285714,0.0
2013-11-07,-22.827142857142857,13.62857142857143,-29746.656,2.9857142857142853,91.0
2013-11-14,-22.798571428571428,11.642857142857142,-30570.912,3.1142857142857143,19.8
2013-11-21,-22.514285714285712,5.8999999999999995,-28003.597714285715,2.8857142857142857,5.9
2013-11-28,-22.33142857142857,5.428571428571429,-29981.17028571429,2.7857142857142856,0.0
2013-12-05,-22.139999999999997,2.0142857142857142,-30080.03657142857,2.5285714285714285,0.1
2013-12-12,-21.93285714285714,3.057142857142857,-29376.0,2.4,0.1
2013-12-19,-21.762857142857143,4.685714285714285,-29019.538285714287,2.3,1.7000000000000002
2013-12-26,-21.541428571428572,7.442857142857143,-27765.627428571428,2.2857142857142856,1.0
2014-01-02,-21.544285714285714,7.414285714285714,-28313.28,2.3285714285714283,9.6
2014-01-09,-21.497142857142858,4.8999999999999995,-28697.14285714286,2.314285714285714,4.4
2014-01-16,-21.454285714285714,9.185714285714285,-29105.444571428572,2.371428571428571,31.4
2014-01-23,-21.428571428571427,5.142857142857143,-29377.357714285718,2.6571428571428575,19.5
2014-01-30,-21.50857142857143,9.485714285714286,-31132.141714285714,3.0142857142857147,55.400000000000006
2014-02-06,-21.434285714285714,9.0,-33363.113142857146,3.1285714285714286,56.300000000000004
2014-02-13,-21.13714285714286,11.828571428571427,-32149.069714285717,2.957142857142857,0.1
2014-02-20,-20.452857142857145,9.0,-27316.224,2.6285714285714286,10.2
2014-02-27,-20.032857142857143,7.814285714285715,-29540.406857142858,2.628571428571429,27.799999999999997
2014-03-06,-19.90285714285714,10.514285714285714,-29141.485714285714,2.542857142857143,0.0
2014-03-13,-19.677142857142858,11.885714285714286,-29837.499428571427,2.3857142857142857,0.0
2014-03-20,-19.451428571428572,11.5,-28544.832,2.3428571428571425,6.7
2014-03-27,-19.470285714285716,11.514285714285714,-29299.597714285715,2.6999999999999997,13.8
2014-04-03,-19.434,14.37142857142857,-28853.403428571426,2.457142857142857,25.4
2014-04-10,-19.375714285714285,13.585714285714285,-28173.312,2.2285714285714286,48.300000000000004
2014-04-17,-19.22142857142857,13.757142857142858,-26489.376,2.4285714285714284,7.2
2014-04-24,-19.21142857142857,14.657142857142858,-25997.019428571428,2.742857142857143,14.2
2014-05-01,-19.212857142857143,14.085714285714285,-26647.241142857143,3.1714285714285713,22.6
2014-05-08,-19.31142857142857,17.557142857142857,-27782.660571428572,2.9285714285714284,26.1
2014-05-15,-19.365714285714287,17.02857142857143,-27669.970285714284,2.6,1.7
2014-05-22,-19.415714285714284,19.614285714285717,-27404.969142857142,2.542857142857143,35.0
2014-05-29,-19.505714285714284,17.928571428571427,-28835.753142857142,2.557142857142857,3.3000000000000003
2014-06-05,-19.645714285714288,24.87142857142857,-28369.933714285715,2.5,0.0
2014-06-12,-19.618571428571432,21.185714285714287,-24328.018285714286,2.4285714285714284,22.9
2014-06-19,-19.784285714285716,23.085714285714285,-26688.71314285714,2.3,0.5
2014-06-26,-20.02285714285714,23.342857142857145,-27458.660571428572,2.4,16.4
2014-07-03,-20.225714285714286,24.928571428571427,-27643.309714285715,2.3857142857142857,1.3
2014-07-10,-20.184285714285714,20.985714285714288,-25255.213714285714,2.4285714285714284,35.0
2014-07-17,-20.365714285714287,25.02857142857143,-28490.52342857143,2.585714285714286,4.8
2014-07-24,-20.32,22.37142857142857,-24818.15314285714,2.6285714285714286,101.19999999999999
2014-07-31,-20.395714285714288,24.042857142857144,-25344.946285714286,2.957142857142857,25.2
2014-08-07,-20.54,25.728571428571428,-29045.458285714285,2.542857142857143,0.0
2014-08-14,-20.63714285714286,21.957142857142856,-28455.346285714284,2.6285714285714286,9.5
2014-08-21,-20.68,23.2,-27538.148571428574,2.442857142857143,24.1
2014-08-28,-20.725714285714282,21.785714285714285,-27755.506285714284,2.442857142857143,13.7
2014-09-04,-20.801428571428573,21.885714285714283,-28114.683428571425,2.6999999999999997,24.0
2014-09-11,-20.83857142857143,19.357142857142858,-26754.747428571427,2.8714285714285714,35.6
2014-09-18,-20.905714285714286,22.12857142857143,-27096.891428571427,2.6142857142857143,2.2
2014-09-25,-20.96857142857143,18.085714285714285,-26001.339428571428,2.442857142857143,7.8
2014-10-02,-20.972857142857144,18.12857142857143,-25757.444571428572,2.5,0.0
2014-10-09,-21.057142857142857,20.057142857142857,-26094.40457142857,2.5,1.6
2014-10-16,-21.16857142857143,19.32857142857143,-28264.896,2.5142857142857147,5.5
2014-10-23,-21.327142857142857,11.414285714285715,-28391.904000000002,2.6,3.1
